Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,,LogMass,Combined Mass (g),Comments,Reference,IUCN status,comment,comment,Home Range Size,units for home range sizse,reference for home range
AF,Cameroon,extant,Insectivora,Soricidae,Sylvisorex,morio,,-999.000,-999.000,unknown,-999,EN,,,,,
AF,Zaire,extant,Insectivora,Soricidae,Sylvisorex,oriundus,,-999.000,-999.000,unknown,-999,VU,,,,,
AF,"Cameroon, Gabon, Bioko, Congo Republic, Zaire, Uganda, Tanzania, Burundi",extant,Insectivora,Soricidae,Sylvisorex,johnstoni,,0.501,3.17,,"226, 244",,,,,,
AF,,extant,Insectivora,Soricidae,Sylvisorex,vulcanorum,,0.544,3.500,,60,,,,,,
AF,Tanzania,extant,Insectivora,Soricidae,Sylvisorex,howelli,,0.635,4.317,"low densities, restricted range",243,VU,,,,,
AF,,extant,Insectivora,Soricidae,Sylvisorex,megalura,,0.667,4.650,,"63, 70, 130",,WT:4,,,,
AF,"Cameroon, Nigeria, Gabon, Zaire",extant,Insectivora,Soricidae,Sylvisorex,ollula,,1.120,13.1971381596584,"largest species of the genus; discussed by Dieterlen and Heimde Balsac, 1979",www.iiasa.ac.at/~sendzim/MammalDataSets/ Trop%20Wet%20Forest%20Mamm.xls,,,,,,
AF,,extant,Insectivora,Soricidae,Sylvisorex,lunaris,,1.267,18.500,,60,,,,,,
AF,,extant,Insectivora,Tenrecidae,Micropotamogale,lamottei,,1.843,69.600,"habitat loss, restricted range",68,EN,,,,,
AF,,extant,Insectivora,Tenrecidae,Micropotamogale,ruwenzorii,,1.993,98.501,"habitat loss, restricted range, accidental mortality",60,EN,,,,,
AF,,extant,Insectivora,Tenrecidae,Potamogale,velox,,2.820,659.994,"hunting, habitat loss, accidental mortality",60,EN,,,,,
AF,,extant,Lagomorpha,Leporidae,Bunolagus,monticularis,,3.243,1750.008,"habitat loss, restricted range",65,EN,,,,,
AF,"Ethiopia, Sudan, Kenya",extant,Lagomorpha,Leporidae,Lepus,fagani,,-999.000,-999.000,,-999,DD,,,,,
AF,,extant,Lagomorpha,Leporidae,Lepus,victoriae,,3.243,1750.000,,116,,WT:2500,,,,
AF,,extant,Lagomorpha,Leporidae,Lepus,capensis,,3.249,1775.007,,60,,,,,,
AF,,extant,Lagomorpha,Leporidae,Lepus,saxatilis,,3.374,2363.333,,260,,,,,,
AF,Ethiopia,extant,Lagomorpha,Leporidae,Lepus,starcki,,3.439,2750.000,,70,,,,,,
AF,,extant,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,3.332,2150.008,,65,,,,,,
AF,,extant,Lagomorpha,Leporidae,Poelagus,marjorita,,3.398,2500.000,,"63, 70",,,,,,
AF,,extant,Lagomorpha,Leporidae,Pronolagus,rupestris,,3.244,1753.996,,"63, 70",,,,,,
AF,,extant,Lagomorpha,Leporidae,Pronolagus,crassicaudatus,,3.320,2089.000,,260,,,,,,
AF,,extant,Lagomorpha,Leporidae,Pronolagus,randensis,,3.368,2335.017,,60,,,,,,
AF,"Mozambique, Malawi, Zambia",extant,Macroscelidea,Macroscelididae,Elephantulus,fuscus,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,revoili,,1.512,32.500,,65,EN,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,rufescens,,1.574,37.500,,"63, 70",,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,,1.677,47.500,,60,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,edwardii,,1.681,48.000,,60,VU,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,rozeti,,1.681,48.000,,60,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,intufi,,1.695,49.501,,60,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,myurus,,1.719,52.400,,60,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,fuscipes,,1.756,56.999,,60,,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Elephantulus,rupestris,,1.822,66.400,,60,VU,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,,1.582,38.200,,60,VU,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,,2.273,187.499,,60,,,,,,
AF,"Tanzania, Kenya",extant,Macroscelidea,Macroscelididae,Rhynchocyon,petersi,,2.627,424.000,,70,EN,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,,2.690,490.004,,60,VU,,,,,
AF,,extant,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,,2.732,539.995,,56,EN,,,,,
AF,,extant,Perissodactyla,Equidae,Equus,asinus,,5.217,164998.501,"hunting, habitat loss, invasive hybridizers",60,CR,,,,,
AF,,extant,Perissodactyla,Equidae,Equus,caballus,,5.398,249999.995,,148,,,,,,
AF,,extant,Perissodactyla,Equidae,Equus,burchellii,,5.441,276000.000,Added in by KJ and ME,68,,,,,,
AF,,extant,Perissodactyla,Equidae,Equus,zebra,,5.458,286998.747,"hunting, persecution, habitat loss, invasive competitors, restricted range",60,EN,,,,,
AF,,extant,Perissodactyla,Equidae,Equus,grevyi,,5.611,407999.847,"hunting, habitat loss, invasive competitors, accidental mortality","63, 70",EN,,,,,
AF,,extant,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,6.470,2949986.306,"hunting, habitat loss","63, 70",NT,,,,,
AF,,extant,Perissodactyla,Rhinocerotidae,Diceros,bicornis,,6.072,1180510.896,"hunting, habitat loss, civil war","63, 70",CR,,,,,
AF,,extant,Pholidota,Manidae,Manis,tricuspis,,3.315,2066.667,,"139, 130",,WT:2000,,,,
AF,,extant,Pholidota,Manidae,Manis,tetradactyla,,3.439,2749.983,,"60, 130",,WT:2750,,,,
AF,,extant,Pholidota,Manidae,Manis,temminckii,,3.856,7179.927,,60,LR,,,,,
AF,,extant,Pholidota,Manidae,Manis,gigantea,,4.519,32999.701,,"63, 70",,,,,,
AF,,extant,Primates,Cercopithecidae,Allenopithecus,nigroviridis,,3.677,4749.961,"hunting, habitat loss",56,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Cercocebus,torquatus,,3.889,7749.970,"hunting, habitat loss",65,LR,WT:10000,,,,
AF,,extant,Primates,Cercopithecidae,Cercocebus,galeritus,,3.894,7835.018,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Cercocebus,agilis,,3.903,8000.000,female:5000-7000; male:7000-13000,70,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,erythrogaster,,3.398,2500.000,"hunting, habitat loss",65,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,petaurista,,3.443,2774.981,,65,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,dryas,,3.488,3075.000,"hunting, habitat loss",70,DD,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,sclateri,,3.528,3375.000,"hunting, habitat loss",70,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,cephus,,3.542,3484.978,,60,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,ascanius,,3.550,3550.000,"female:2900, male:4200",74,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,pogonias,,3.576,3764.957,,60,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,erythrotis,,3.593,3918.333,"hunting, habitat loss","65, 130",VU,WT:4250,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,wolfi,,3.602,4000.000,,70,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,campbelli,,3.613,4099.964,,60,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,diana,,3.621,4175.034,"hunting, habitat loss",65,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,mona,,3.624,4208.333,,"65, 130",,WT:4000,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,mitis,,3.699,5000.000,,65,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,preussi,,3.720,5250.000,"hunting, habitat loss",70,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,lhoesti,,3.730,5375.019,habitat loss,65,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,neglectus,,3.739,5479.993,,60,,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,nictitans,,3.764,5803.345,,"60, 130",,WT:6000,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,solatus,,3.813,6500.000,"hunting, habitat loss",70,VU,,,,,
AF,,extant,Primates,Cercopithecidae,Cercopithecus,hamlyni,,3.837,6875.000,habitat loss,70,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Chlorocebus,aethiops,,3.619,4155.000,"female:3560, male: 4750",74,,,,,,
AF,,extant,Primates,Cercopithecidae,Colobus,satanas,,3.635,4319.963,"hunting, habitat loss",60,VU,,,,,
AF,"NE Angola, S & E Zaire, Rwanda, Burundi, NE Zambia, SE Kenya, E Tanzania",extant,Primates,Cercopithecidae,Colobus,angolensis,,3.993,9850.000,"female:9000, male:10700",74,,,,,,
AF,,extant,Primates,Cercopithecidae,Colobus,polykomos,,3.996,9917.451,"hunting, habitat loss","60, 130",VU,WT:10000,,,,
AF,,extant,Primates,Cercopithecidae,Colobus,guereza,,4.025,10600.000,,"60, 130",,WT:11000,,,,
AF,,extant,Primates,Cercopithecidae,Erythrocebus,patas,,3.908,8090.000,,"60, 130",,WT:8500,,,,
AF,,extant,Primates,Cercopithecidae,Lophocebus,albigena,,3.886,7690.065,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Macaca,sylvanus,,3.845,7000.032,habitat loss,65,VU,,,,,
AF,,extant,Primates,Cercopithecidae,Mandrillus,leucophaeus,,4.176,14999.957,"hunting, habitat loss",65,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Mandrillus,sphinx,,4.261,18249.879,"hunting, habitat loss",60,VU,,,,,
AF,,extant,Primates,Cercopithecidae,Miopithecus,talapoin,,3.097,1250.000,,60,,,,,,
AF,,extant,Primates,Cercopithecidae,Papio,hamadryas,,4.327,21250.052,"hunting, persecution, habitat loss",65,LR,,,,,
AF,,extant,Primates,Cercopithecidae,Procolobus,verus,,3.602,4000.000,"hunting, habitat loss",65,LR,,,,,
AF,Kenya,extant,Primates,Cercopithecidae,Procolobus,rufomitratus,,3.903,8000.000,"hunting, habitat loss",70,CR,,,,,
AF,,extant,Primates,Cercopithecidae,Procolobus,badius,,3.954,8999.948,"hunting, habitat loss",-999,EN,,,,,
AF,Cameroon,extant,Primates,Cercopithecidae,Procolobus,preussi,,3.989,9750.000,,70,,,,,,
AF,"Equatorial Guinea, Zaire, Uganda, Tanzania",extant,Primates,Cercopithecidae,Procolobus,pennantii,,4.037,10896.000,"hunting, habitat loss",107,EN,,,,,
AF,,extant,Primates,Cercopithecidae,Theropithecus,gelada,,4.232,17049.828,habitat loss,60,LR,,,,,
AF,Equatorial Guinea & Cameroon,extant,Primates,Galagonidae,Euoticus,pallidus,,2.362,230.000,restricted range,70,LR,,,,,
AF,,extant,Primates,Galagonidae,Euoticus,elegantulus,,2.477,300.000,"habitat loss, restricted range",60130,LR,WT:300,,,,
AF,,extant,Primates,Galagonidae,Galago,moholi,,2.204,160.000,Added in by KJ and ME,70,,,,,,
AF,,extant,Primates,Galagonidae,Galago,matschiei,,2.322,210.000,unknown,70,LR,,,,,
AF,,extant,Primates,Galagonidae,Galago,senegalensis,,2.357,227.666,unknown,60130,DD,WT:265,,,,
AF,between Tana River (Kenya) and Shebele River (Somalia),extant,Primates,Galagonidae,Galago,gallarum,,2.398,250.000,"habitat loss, restricted range",70,LR,,,,,
AF,,extant,Primates,Galagonidae,Galago,alleni,,2.415,260.000,habitat loss,60130,LR,WT:260,,,,
AF,,extant,Primates,Galagonidae,Galagoides,demidoff,,1.785,61.000,unknown,60130,DD,WT:61,,,,
AF,,extant,Primates,Galagonidae,Galagoides,zanzibaricus,,2.002,100.501,habitat loss,56,LR,,,,,
AF,,extant,Primates,Galagonidae,Otolemur,garnettii,,2.881,760.000,,70,,,,,,
AF,,extant,Primates,Galagonidae,Otolemur,crassicaudatus,,3.176,1500.000,"hunting, habitat loss, human disturbance",75,EN,,,,,
AF,,extant,Primates,Hominidae,Gorilla,gorilla,,5.119,131625.515,"hunting, habitat loss","60, 130",EN,,,,,
AF,,extant,Primates,Hominidae,Pan,paniscus,,4.531,34000.085,"hunting, habitat loss",60,EN,,,,,
AF,,extant,Primates,Hominidae,Pan,troglodytes,,4.628,42500.000,"hunting, habitat loss","60, 130",EN,WT:40000,,,,
AF,,extant,Primates,Loridae,Arctocebus,calabarensis,,2.322,210.000,"hunting, habitat loss ",60130,LR,WT:210,,,,
AF,,extant,Primates,Loridae,Arctocebus,aureus,,2.371,235.000,"hunting, habitat loss",70,LR,,,,,
AF,,extant,Primates,Loridae,Perodicticus,potto,,3.041,1099.993,,60130,,WT:1100,,,,
AF,,extant,Proboscidea,Elephantidae,Loxodonta,africana,,6.596,3940034.276,,"63, 70",EN,,,,,
AF,Zaire,extant,Rodentia,Anomaluridae,Anomalurus,pusillus,,2.398,250.000,,70,,,,,,
AF,,extant,Rodentia,Anomaluridae,Anomalurus,beecrofti,,2.590,389.000,,60,,,,,,
AF,,extant,Rodentia,Anomaluridae,Anomalurus,derbianus,,2.813,649.995,,65,,,,,,
AF,,extant,Rodentia,Anomaluridae,Anomalurus,pelii,,3.248,1769.987,habitat loss,60,VU,,,,,
AF,Sierra leone to E Zaire,extant,Rodentia,Anomaluridae,Idiurus,macrotis,,1.477,30.000,habitat loss,70,LR,,,,,
AF,,extant,Rodentia,Anomaluridae,Idiurus,zenkeri,,2.000,100.000,habitat loss,116,LR,,,,,
AF,"Cameroon, Equatorial Guinea, Gabon, Central African Republic",extant,Rodentia,Anomaluridae,Zenkerella,insignis,,2.301,200.000,unknown,70,LR,,,,,
AF,,extant,Rodentia,Bathyergidae,Bathyergus,janetta,,2.521,332.000,habitat loss,68,LR,,,,,
AF,,extant,Rodentia,Bathyergidae,Bathyergus,suillus,,2.796,625.000,,60,,,,,,
AF,Nigeria,extant,Rodentia,Bathyergidae,Cryptomys,foxi,,-999.000,-999.000,"hunting, habitat loss",-999,LR,,,,,
AF,,extant,Rodentia,Bathyergidae,Cryptomys,bocagei,,1.973,94.000,Added in by KJ and ME,-999,,,,,,
AF,,extant,Rodentia,Bathyergidae,Cryptomys,hottentotus,,2.008,101.950,,"129, 260",,,,,,
AF,,extant,Rodentia,Bathyergidae,Cryptomys,damarensis,,2.185,153.250,,239,,,,,,
AF,,extant,Rodentia,Bathyergidae,Cryptomys,ochraceocinereus,,2.301,200.000,,"63, 70",,,,,,
AF,Togo,extant,Rodentia,Bathyergidae,Cryptomys,zechi,,2.348,223.055,"hunting, habitat loss",200,LR,,,,,
AF,,extant,Rodentia,Bathyergidae,Cryptomys,mechowi,,2.435,272.000,Added in by KJ and ME,-999,,,,,,
AF,,extant,Rodentia,Bathyergidae,Georychus,capensis,,2.367,232.667,,"60, 129, 260",,,,,,
AF,,extant,Rodentia,Bathyergidae,Heliophobius,argenteocinereus,,2.258,181.001,hunting,60,LR,,,,,
AF,,extant,Rodentia,Bathyergidae,Heterocephalus,glaber,,1.740,55.000,,"63, 70",,,,,,
AF,,extant,Rodentia,Ctenodactylidae,Ctenodactylus,vali,,2.243,175.000,,75,,,,,,
AF,,extant,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,,2.461,289.000,Added in by KJ and ME,68,,,,,,
AF,Senegal,extant,Rodentia,Ctenodactylidae,Felovia,vae,,2.312,205.000,habitat loss,70,VU,,,,,
AF,"Ethiopia, Somalia, Djibouti",extant,Rodentia,Ctenodactylidae,Pectinator,spekei,,2.204,160.000,,70,,,,,,
AF,,extant,Rodentia,Dipodidae,Allactaga,tetradactyla,,1.716,52.000,"habitat loss, restricted range",68,EN,,,,,
AF,,extant,Rodentia,Dipodidae,Jaculus,jaculus,,1.752,56.550,,"60, 128",,WT:54.5,,,,
AF,,extant,Rodentia,Dipodidae,Jaculus,orientalis,,2.140,138.000,"hunting, persecution",60,LR,,,,,
AF,,extant,Rodentia,Hystricidae,Atherurus,africanus,,3.286,1934.000,n=11,135,,WT:5000,,,,
AF,,extant,Rodentia,Hystricidae,Hystrix,africaeaustralis,,4.174,14936.024,,"60, 129",,,,,,
AF,,extant,Rodentia,Hystricidae,Hystrix,cristata,,4.301,20000.000,,"60, 130",LR,WT:20000,,,,
AF,,extant,Rodentia,Muridae,Acomys,cineraceus,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,mullah,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,wilsoni,,1.267,18.500,,60,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,louisae,,1.305,20.200,,60,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,subspinosus,,1.322,21.000,,"129, 135",,,,,,
AF,,extant,Rodentia,Muridae,Acomys,kempi,,1.342,22.000,,109,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,percivali,,1.342,22.000,,109,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,ignitus,,1.380,24.000,,Jake Goheen,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,spinosissimus,,1.423,26.500,,60,,,,,,
AF,,extant,Rodentia,Muridae,Acomys,cahirinus,,1.587,38.657,,"60, 128, 130",,WT:27,,,,
AF,,extant,Rodentia,Muridae,Acomys,russatus,,1.697,49.750,,"60, 128",,,,,,
AF,angola,extant,Rodentia,Muridae,Aethomys,bocagei,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,silindensis,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,stannarius,,-999.000,-999.000,habitat loss,-999,LR,,,,,
AF,Angola,extant,Rodentia,Muridae,Aethomys,thomasi,,-999.000,-999.000,,-999,,,,,,
AF,South Africa,extant,Rodentia,Muridae,Aethomys,granti,,1.602,40.000,,106,,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,namaquensis,,1.704,50.625,,"60, 188, 260",,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,chrysophilus,,1.874,74.850,,"129, 260",,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,nyikae,,1.887,77.015,,www.iiasa.ac.at/~sendzim/MammalDataSets/ Woodland%20Savanna%20Mamm.xls,,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,kaiseri,,1.954,89.999,,"63, 70",,,,,,
AF,,extant,Rodentia,Muridae,Aethomys,hindei,,2.015,103.500,,"63, 70, 135, 130",,WT:107,,,,
AF,,extant,Rodentia,Muridae,Ammodillus,imbellis,,1.699,50.000,habitat loss,70,VU,,,,,
AF,,extant,Rodentia,Muridae,Apodemus,sylvaticus,,1.332,21.500,,70,,,,,,
AF,,extant,Rodentia,Muridae,Arvicanthis,somalicus,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Arvicanthis,abyssinicus,,1.887,77.099,,60,,,,,,
AF,,extant,Rodentia,Muridae,Arvicanthis,nairobae,,2.017,104.000,,jake,,,,,,
AF,,extant,Rodentia,Muridae,Arvicanthis,niloticus,,2.029,106.900,,"128, 130",,WT:75,,,,
AF,,extant,Rodentia,Muridae,Arvicanthis,blicki,,2.107,128.000,,60,,,,,,
AF,,extant,Rodentia,Muridae,Beamys,major,,-999.000,-999.000,unknown,-999,LR,,,,,
AF,,extant,Rodentia,Muridae,Beamys,hindei,,1.880,75.800,unknown,125,VU,,,,,
AF,,extant,Rodentia,Muridae,Colomys,goslingi,,1.796,62.500,habitat loss,116,CR,,,,,
AF,,extant,Rodentia,Muridae,Cricetomys,gambianus,,3.104,1271.000,,"125, 129, 130",,WT:1250,,,,
AF,,extant,Rodentia,Muridae,Cricetomys,emini,,3.114,1299.990,,60,,,,,,
AF,Nigeria,extant,Rodentia,Muridae,Dasymys,foxi,,-999.000,-999.000,habitat loss,-999,LR,,,,,
AF,Uganda,extant,Rodentia,Muridae,Dasymys,montanus,,-999.000,-999.000,habitat loss,-999,VU,,,,,
AF,,extant,Rodentia,Muridae,Dasymys,nudipes,,-999.000,-999.000,habitat loss,-999,DD,,,,,
AF,,extant,Rodentia,Muridae,Dasymys,rufulus,,-999.000,-999.000,habitat loss,-999,DD,,,,,
AF,,extant,Rodentia,Muridae,Dasymys,incomtus,,2.141,138.300,habitat loss,"129, 260, 130",DD,WT:120,,,,
AF,,extant,Rodentia,Muridae,Delanymys,brooksi,,0.699,5.000,,"63, 70",,,,,,
AF,Zaire,extant,Rodentia,Muridae,Dendromus,kahuziensis,,-999.000,-999.000,unknown,-999,LR,,,,,
AF,E Zaire & W Uganda,extant,Rodentia,Muridae,Dendromus,kivu,,-999.000,-999.000,,-999,,,,,,
AF,,extant,Rodentia,Muridae,Dendromus,messorius,,-999.000,-999.000,,-999,,,,,,
AF,Cameroon,extant,Rodentia,Muridae,Dendromus,oreas,,-999.000,-999.000,habitat loss,-999,VU,,,,,
AF,EC Angola,extant,Rodentia,Muridae,Dendromus,vernayi,,-999.000,-999.000,habitat loss,-999,CR,,,,,
AF,,extant,Rodentia,Muridae,Dendromus,mystacalis,,0.887,7.717,,"60, 130",,WT:7.75,,,,
AF,,extant,Rodentia,Muridae,Dendromus,melanotis,,0.957,9.057,,"113, 129, 260, 130",,WT:7,,,,
AF,,extant,Rodentia,Muridae,Dendromus,insignis,,1.043,11.051,,"www.iiasa.ac.at/~sendzim/MammalDataSets/ African%20Rainfor%20Mamm.xls, Jake Goheen",,,,,,
AF,,extant,Rodentia,Muridae,Dendromus,mesomelas,,1.046,11.120,,"125, 129, 260",,,,,,
AF,,extant,Rodentia,Muridae,Dendromus,lovati,,1.079,12.000,unknown,60,LR,,,,,
AF,,extant,Rodentia,Muridae,Dendromus,nyikae,,1.176,15.000,,"63, 70",,,,,,
AF,Congo,extant,Rodentia,Muridae,Dendroprionomys,rousseloti,,-999.000,-999.000,unknown,-999,LR,,,,,
AF,,extant,Rodentia,Muridae,Deomys,ferrugineus,,1.792,62.000,,135,,,,,,
AF,,extant,Rodentia,Muridae,Dephomys,defua,,1.634,43.050,,60,,,,,,
AF,Ivory Coast & Liberia,extant,Rodentia,Muridae,Dephomys,eburnea,,1.720,52.500,,70,,,,,,
AF,,extant,Rodentia,Muridae,Desmodilliscus,braueri,,1.000,10.000,,56,,,,,,
AF,,extant,Rodentia,Muridae,Desmodillus,auricularis,,1.727,53.300,,60,,,,,,
AF,Ethiopia,extant,Rodentia,Muridae,Desmomys,harringtoni,,1.954,90.000,,70,,,,,,
AF,,extant,Rodentia,Muridae,Gerbillurus,paeba,,1.367,23.300,,60,,,,,,
AF,,extant,Rodentia,Muridae,Gerbillurus,tytonis,,1.491,31.000,,60,,,,,,
AF,,extant,Rodentia,Muridae,Gerbillurus,vallinus,,1.547,35.250,,60,,,,,,
AF,,extant,Rodentia,Muridae,Gerbillurus,setzeri,,1.583,38.300,,60,,,,,,
AF,Somalia,extant,Rodentia,Muridae,Gerbillus,acticola,,-999.000,-999.000,,-999,,,,,,
AF,"Nigeria, Mali, Niger to Chad, Sudan, Kenya",extant,Rodentia,Muridae,Gerbillus,agag,,-999.000,-999.000,,-999,,,,,,
AF,Ethiopia,extant,Rodentia,Muridae,Gerbillus,bilensis,,-999.000,-999.000,habitat loss,-999,CR,,,,,
AF,NE Sinai Peninsula,extant,Rodentia,Muridae,Gerbillus,bonhotei,,-999.000,-999.000,habitat loss,-999,VU,,,,,
AF,Sudan & Kenya,extant,Rodentia,Muridae,Gerbillus,bottai,,-999.000,-999.000,,-999,,,,,,
AF,Somalia,extant,Rodentia,Muridae,Gerbillus,brockmani,,-999.000,-999.000,,-999,,,,,,
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,burtoni,,-999.000,-999.000,habitat loss,-999,VU,,,,,
AF,Kenya,extant,Rodentia,Muridae,Gerbillus,cosensis,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,"Chad, Tibesti region",extant,Rodentia,Muridae,Gerbillus,dalloni,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,dongolanus,,-999.000,-999.000,,-999,,,,,,
AF,"Ethiopia, Somalia, Djibouti",extant,Rodentia,Muridae,Gerbillus,dunni,,-999.000,-999.000,,-999,,,,,,
AF,Sinai,extant,Rodentia,Muridae,Gerbillus,floweri,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,Algeria,extant,Rodentia,Muridae,Gerbillus,garamantis,,-999.000,-999.000,,-999,,,,,,
AF,Libya,extant,Rodentia,Muridae,Gerbillus,grobbeni,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,,extant,Rodentia,Muridae,Gerbillus,hesperinus,,-999.000,-999.000,,-999,,,,,,
AF,Morocco,extant,Rodentia,Muridae,Gerbillus,hoogstraali,,-999.000,-999.000,habitat loss,-999,CR,,,,,
AF,Tunisia,extant,Rodentia,Muridae,Gerbillus,jamesi,,-999.000,-999.000,,-999,,,,,,
AF,Somalia,extant,Rodentia,Muridae,Gerbillus,juliani,,-999.000,-999.000,,-999,,,,,,
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,lowei,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,S Egypt & probably Sudan,extant,Rodentia,Muridae,Gerbillus,mackillingini,,-999.000,-999.000,,-999,,,,,,
AF,Morocco,extant,Rodentia,Muridae,Gerbillus,maghrebi,,-999.000,-999.000,unknown,-999,VU,,,,,
AF,Mauritania,extant,Rodentia,Muridae,Gerbillus,mauritaniae,,-999.000,-999.000,unknown,-999,CR,,,,,
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,muriculus,,-999.000,-999.000,,-999,,,,,,
AF,Sudan,extant,Rodentia,Muridae,Gerbillus,nancillus,,-999.000,-999.000,unknown,-999,LR,,,,,
