genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Talpa,vallesensis,9.700,7.750,2,0,NaN
Tamias,eviensis,16.900,15.970,1,0,NaN
Tamias,orlovi,4.900,2.588,5,0,NaN
Tamias,sp.,2.588,0.781,1,0,NaN
Tamias,"sp. A",8.700,5.332,2,1,0.0545
Taphozous,sp.,20.430,15.970,1,0,NaN
Tapirulus,depereti,40.400,37.200,2,0,NaN
Tapirulus,hyracinus,37.200,28.400,8,3,0.0252
Tapirulus,majori,48.600,37.200,4,3,0.3166
Tapirulus,perrierensis,37.200,33.900,5,3,0.0085
Tapirulus,schlosseri,40.400,33.900,4,1,0.0114
Tapirulus,sp.,33.900,28.400,1,1,0.0400
Tapirus,arvernensis,4.200,1.806,22,1,0.0196
Tapirus,priscus,13.650,1.806,2,0,NaN
Tapirus,sp.,33.900,2.588,3,0,NaN
Tapirus,telleri,13.650,11.608,2,1,1.0000
Tarnomys,quercinus,33.900,28.400,2,0,NaN
Tarnomys,sp.,37.200,33.900,5,0,NaN
Taucanamo,primum,16.900,15.970,1,0,NaN
Taucanamo,pygmaeum,12.750,11.100,1,0,NaN
Taucanamo,sansaniense,15.970,11.100,6,0,NaN
Taucanamo,sansaniensis,15.970,13.650,4,0,NaN
Taxodon,sansaniensis,15.970,11.608,1,0,NaN
Teilhardimys,brisswalteri,58.700,55.800,4,0,NaN
Teilhardimys,musculus,58.700,48.600,7,0,NaN
Teilhardimys,reisi,55.800,48.600,1,0,NaN
Teilhardimys,sp.,58.700,55.800,1,0,NaN
Teilhardina,belgica,55.800,48.600,2,0,NaN
Teleoceras,ponticus,5.332,2.588,1,0,NaN
Tempestia,hartenbergeri,15.970,8.700,7,5,0.1593
Tempestia,ovilis,15.970,11.608,3,3,0.8298
Tenuibrachiatum,storchi,12.750,11.100,1,0,NaN
Tetracus,nanus,33.900,23.030,9,2,0.0483
Tetralophodon,longirostris,12.700,11.100,13,1,0.0078
Tetralophodon,sp.,11.608,8.700,1,0,NaN
Thalassictis,adroveri,8.700,5.332,1,0,NaN
Thalassictis,hyaenoides,8.700,5.332,1,0,NaN
Thalassictis,robusta,11.100,9.700,1,0,NaN
Thalassocetus,antwerpiensis,11.608,2.588,1,0,NaN
Thalerimys,fordi,37.200,33.900,2,0,NaN
Thallomys,sp.,3.200,2.588,1,0,NaN
Thaumastocyon,dirus,11.608,8.700,1,1,0.0008
Thereuodon,taraktes,145.500,140.200,1,1,0.5000
Theridomys,aquatilis,33.900,28.400,2,0,NaN
Theridomys,calafensis,33.900,28.400,2,0,NaN
Theridomys,crusafonti,37.200,33.900,3,0,NaN
Theridomys,euzetensis,37.200,33.900,3,0,NaN
Theridomys,golpei,37.200,33.900,1,1,0.3158
Theridomys,pseudosiderolithicus,37.200,33.900,2,0,NaN
Theridomys,quercyi,37.200,33.900,5,1,0.2568
Theridomys,rotundidens,37.200,33.900,1,0,NaN
Theridomys,sp.,40.400,33.900,2,0,NaN
Theridomys,sp.1,37.200,33.900,1,0,NaN
Theridomys,sp.2,37.200,33.900,1,0,NaN
Theridomys,sp.3,37.200,33.900,1,0,NaN
Theridomys,spelaeus,37.200,33.900,3,0,NaN
Theridomys,varians,33.900,28.400,1,0,NaN
Theropithecus,oswaldi,2.588,0.781,1,0,NaN
Theropithecus,sp.,2.588,0.781,1,1,1.0000
Theroteinus,nikolai,221.500,201.600,1,0,NaN
Thomasia,antiqua,205.600,201.600,10,10,0.2222
Thomasia,"group 2",205.600,201.600,1,1,1.0000
Thomasia,hahni,205.600,201.600,1,1,1.0000
Thomasia,moorei,205.600,189.600,4,3,0.2638
Thomasia,rhaeticus,205.600,201.600,1,1,1.0000
Thomasia,sp.,205.600,201.600,3,3,0.0470
Thomasia,woutersi,205.600,201.600,1,0,NaN
Thryptodon,brailloni,58.700,55.800,2,0,NaN
Tinodon,micron,145.500,140.200,1,0,NaN
Tinodon,sp.,161.200,150.800,1,1,0.0061
Titanocetus,sammariensis,13.650,11.608,1,1,1.0000
Titanomys,visenoviensis,23.030,15.970,4,0,NaN
Tobienia,kretzoii,4.200,3.200,1,0,NaN
Toliapina,lawsoni,55.800,48.600,2,0,NaN
Tragocerus,amaltheus,11.608,2.588,5,0,NaN
Tragocerus,frolovi,11.608,7.246,1,0,NaN
Tragocerus,rugosifrons,11.608,7.246,1,0,NaN
Tragocerus,sp.,8.700,7.246,2,0,NaN
Tragocerus,validus,11.608,7.246,1,0,NaN
Tragoportax,amalthea,8.700,5.332,2,0,NaN
Tragoportax,gaudryi,9.700,8.700,1,0,NaN
Tragoportax,rugosifrons,8.700,7.750,2,0,NaN
Tragoreas,oryxoides,11.608,7.246,1,0,NaN
Tragospira,pannonica,3.200,2.588,3,2,0.0438
Treposciurus,gardneri,37.200,33.900,2,0,NaN
Treposciurus,helveticus,40.400,37.200,1,0,NaN
Treposciurus,intermedius,37.200,33.900,4,0,NaN
Treposciurus,manentis,33.900,28.400,1,0,NaN
Treposciurus,mutabilis,37.200,33.900,8,1,0.0103
Tribactonodon,bonfieldi,145.500,140.200,1,1,1.0000
Triceromeryx,pachecoi,16.900,15.970,2,1,0.0952
Triconodon,mordax,145.500,140.200,3,3,0.0297
Triconodon,sp.,145.500,140.200,2,0,NaN
Tricuspes,sigogneauae,205.600,201.600,1,1,0.1667
Tricuspes,tapeinodon,205.600,201.600,1,1,0.1667
Tricuspes,tuebingensis,215.560,201.600,2,1,0.0204
Trigontherium,minus,3.600,2.588,1,0,NaN
Trilophomys,pirenaicus,5.332,3.200,1,0,NaN
Trilophomys,pyrenaicus,3.600,2.588,7,2,0.0417
Trilophomys,schaubi,5.332,0.781,3,0,NaN
Trilophomys,sp.,5.332,3.200,2,2,0.0330
Trilophomys,vandeweerdi,3.600,3.200,3,0,NaN
Trioracodon,ferox,145.500,140.200,2,2,0.0535
Trioracodon,major,145.500,140.200,1,0,NaN
Trioracodon,oweni,145.500,140.200,1,1,0.0130
Trioracodon,sp.,145.500,140.200,1,0,NaN
Trirhizodon,sp.,5.332,2.588,1,0,NaN
Trischizolagus,dumitrescuae,5.332,3.200,2,0,NaN
Trischizolagus,maritsae,5.332,4.900,5,0,NaN
Trischizolagus,sp.,11.608,5.332,1,1,0.0079
Trocharion,albanense,16.900,12.750,6,0,NaN
Trochictis,artenensis,16.900,15.970,2,0,NaN
Trochotherium,cyamoides,15.970,11.608,1,0,NaN
Trochotherium,sp.,12.750,11.100,1,0,NaN
Trogontherium,boisvilleti,3.200,2.588,1,1,0.0989
Trogontherium,boisvilletti,2.588,0.781,6,2,0.1478
Trogontherium,cuvieri,5.332,0.126,17,2,0.0297
Trogontherium,dacicum,3.600,2.588,4,0,NaN
Trogontherium,minor,5.332,2.588,1,0,NaN
Trogontherium,minus,5.332,2.588,7,0,NaN
Trogontherium,minutum,15.970,9.700,3,0,NaN
Trogontherium,schmerlingi,0.781,0.126,1,1,0.0488
Trogontherium,sp.,11.100,0.126,13,0,NaN
Turritragus,casteanensis,11.608,7.246,1,0,NaN
Tusciziphius,atlanticus,20.430,13.650,4,4,0.4518
Tusciziphius,crispus,5.332,3.600,1,0,NaN
Tyrrhenicola,henseli,0.781,0.012,10,0,NaN
Tyrrhenicola,sp.,2.588,0.126,1,0,NaN
Tyrrhenoglis,figariensis,5.332,3.200,2,0,NaN
Tyrrhenoglis,majori,3.200,2.588,2,1,1.0000
Tyrrhenolutra,helbingi,8.700,5.332,1,0,NaN
Tyrrhenotragus,gracilimus,8.700,5.332,1,0,NaN
Tyrrhenotragus,gracillimus,8.700,7.246,3,1,0.6667
Ulmensia,antecedens,28.400,23.030,2,0,NaN
Ulmensia,ehrensteinensis,28.400,23.030,1,0,NaN
Umbrotherium,azarolii,11.608,7.246,1,0,NaN
Umbrotherium,azzarolii,8.700,5.332,1,0,NaN
Ungaromys,nanus,2.588,0.781,9,0,NaN
Ungaromys,sp.,3.200,0.781,2,0,NaN
Uranocetus,gramensis,11.608,7.246,1,0,NaN
Urotrichus,dolichochir,13.650,11.100,2,0,NaN
Urotrichus,giganteus,11.100,7.750,3,0,NaN
Urotrichus,sp.,8.700,5.332,1,0,NaN
Ursavus,brevirhinus,16.900,11.100,6,0,NaN
Ursavus,depereti,9.700,8.700,1,0,NaN
Ursavus,elmensis,20.430,13.650,2,0,NaN
Ursavus,primaevus,13.650,11.608,2,0,NaN
Ursavus,sp.,9.700,8.700,1,0,NaN
Ursulus,sp.,5.332,0.012,1,1,0.0023
Ursulus,stehlini,3.200,0.126,2,1,0.0009
Ursus,arctos,2.588,0.12,20,3,0.0048
Ursus,arvernensis,3.200,2.588,1,1,0.0056
Ursus,denigeri,0.781,0.126,1,0,NaN
Ursus,deningeri,2.588,0.126,34,4,0.1442
Ursus,ehrenbergi,5.332,2.588,1,0,NaN
Ursus,etruscus,3.200,1.806,43,11,0.0699
Ursus,gombaszoegensis,3.200,0.781,4,1,0.0008
Ursus,maritimus,0.126,0.000,10,3,1.0000
Ursus,mediterraneus,2.588,0.781,2,0,NaN
Ursus,minimus,4.900,2.588,8,1,0.0588
Ursus,ruscinensis,4.900,4.200,2,1,1.0000
Ursus,sackdillingensis,2.588,0.012,1,0,NaN
Ursus,sp.,3.600,0.000,37,5,0.0592
Ursus,spelaearctos,0.781,0.126,1,0,NaN
Ursus,spelaeus,3.600,0.126,21,3,0.0641
Ursus,thibetanus,2.588,0.126,5,0,NaN
Ursus,wenzensis,4.200,3.200,1,0,NaN
Valentinella,vitrollense,70.600,65.500,1,0,NaN
Valerimys,turoliensis,8.700,5.332,1,0,NaN
Vampalus,helmerseni,15.970,5.332,1,0,NaN
Vampalus,sayasanicus,15.970,5.332,1,1,1.0000
Vanbreenia,trigonia,15.970,13.650,1,1,0.5000
Vasseuromys,pannonicus,9.700,8.700,1,0,NaN
Vasseuromys,priscus,23.030,22.400,2,0,NaN
Vasseuromys,rugosus,23.030,22.400,1,0,NaN
Vasseuromys,sp.,20.000,16.900,1,0,NaN
Vasseuromys,thenii,8.700,7.750,2,0,NaN
Vespertiliavus,bourguignati,33.900,28.400,1,0,NaN
Vespertiliavus,gracilis,40.400,33.900,3,1,0.3560
Vespertiliavus,lapradensis,48.600,40.400,1,1,0.0970
Vespertiliavus,schlosseri,40.400,37.200,1,1,0.0330
Vespertiliavus,sp.,37.200,33.900,4,0,NaN
Vespertiliavus,wingei,37.200,33.900,2,0,NaN
Vespertilio,majori,3.200,2.588,1,0,NaN
Vespertilio,murinus,0.781,0.012,2,0,NaN
Vespertilio,sp.,5.332,0.126,4,0,NaN
Villanyia,eleonorae,5.332,2.588,1,1,0.7296
Villanyia,exilis,3.200,0.781,5,1,0.0016
Villanyia,laguriformes,2.588,0.781,2,0,NaN
Villanyia,paraexilis,2.588,0.781,1,0,NaN
Villanyia,petenyii,2.588,0.781,2,2,0.0442
Villanyia,sp.,5.332,0.781,2,0,NaN
Viretailurus,schaubi,2.588,1.806,1,1,0.0286
Viverravus,sp.,55.800,48.600,1,0,NaN
Vulpavoides,cooperi,40.400,37.200,1,0,NaN
Vulpavoides,germanica,55.800,33.900,1,0,NaN
Vulpavoides,germanicus,48.600,40.400,1,0,NaN
Vulpes,alopecoides,3.200,0.126,18,4,0.0544
Vulpes,angustidens,0.781,0.126,4,0,NaN
Vulpes,donnezani,5.332,2.588,1,0,NaN
Vulpes,praecorsac,4.200,0.781,5,0,NaN
Vulpes,praeglacialis,3.200,0.126,10,3,0.0107
Vulpes,sp.,8.700,0.012,24,3,0.0137
Vulpes,vulpes,3.200,0.012,29,7,0.0234
Walbeckodon,girardi,58.700,55.800,4,0,NaN
Walbeckodon,krumbiegeli,61.700,58.700,1,0,NaN
Wareolestes,rex,167.700,164.700,1,1,0.0141
Wareolestes,sp.,167.700,164.700,1,0,NaN
Woutersia,butleri,221.500,201.600,1,0,NaN
Woutersia,mirabilis,205.600,201.600,2,1,0.2500
Wyonycteris,richardi,55.800,48.600,1,0,NaN
Wyonycteris,sp.,55.800,48.600,1,0,NaN
Xenachoffatia,oinopion,155.700,150.800,1,1,0.0096
Xenictis,nestii,3.200,2.588,1,1,0.0028
Xenictis,pilgrimi,3.200,0.781,5,2,0.0184
Xenohyus,venitor,20.430,15.970,1,0,NaN
Xerus,grivensis,16.900,15.970,1,0,NaN
Xiphiacetus,bossi,15.970,13.650,2,0,NaN
Xiphiacetus,cristatus,15.970,7.246,10,1,0.3333
Xiphodon,castrense,40.400,37.200,4,1,0.0268
Xiphodon,gracile,37.200,33.900,12,1,0.5000
Xiphodon,gracilis,37.200,33.900,2,0,NaN
Xiphodon,intermedium,37.200,33.900,5,1,0.0779
Xiphodon,sp.,37.200,33.900,1,0,NaN
Yaverlestes,gassoni,130.000,125.450,3,3,0.5503
Yermakia,domitor,130.000,112.030,1,1,0.7500
Ysengrinia,gerandiana,22.400,20.000,1,0,NaN
Zamolxifiber,covurluensis,5.332,2.588,1,0,NaN
Zamoramys,extraneus,48.600,37.200,1,0,NaN
Zarhachis,sp.,20.430,15.970,1,0,NaN
Zelceina,podlesicensis,4.900,4.200,1,0,NaN
Ziphiodelphis,abeli,23.030,7.246,2,0,NaN
Ziphiodelphis,sigmoideus,23.030,20.430,1,0,NaN
Ziphioides,sp.,20.430,15.970,2,0,NaN
Ziphiopsis,sp.,11.608,7.246,1,0,NaN
Ziphirostrum,marginatum,13.650,7.246,6,0,NaN
Ziphirostrum,recurvus,11.608,2.588,1,0,NaN
Ziphirostrum,sp.,20.430,13.650,1,0,NaN
Ziphirostrum,tumidum,11.608,2.588,1,0,NaN
Ziphirostrum,turninense,11.608,2.588,1,0,NaN
Ziphius,cavirostris,2.588,0.012,2,2,1.0000
Ziphius,compressus,2.588,1.806,1,1,0.2000
Ziphius,sp.,5.332,2.588,1,0,NaN
Zygolophodon,borsoni,4.900,2.588,11,0,NaN
Zygolophodon,luricensis,13.650,11.608,1,0,NaN
Zygolophodon,pyrenaicus,20.430,15.970,3,0,NaN
Zygolophodon,tapiroides,12.700,2.588,29,0,NaN
Zygolophodon,turicensis,20.430,11.100,15,1,1.0000
Zygophyseter,varolai,11.608,7.246,1,1,0.5000
